gid,role,role_score,cluster_id,evidence,priority_score
100000000343175100,distributor,0.75,0,Признаки распределения: 31 получателей против 8 входящих (выход в 3.9× больше входа).,0.43397875538020997
100000002774456100,peripheral,0.4,0,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05636574114219604
100000001732159100,peripheral,0.4,6,"Низкая активность: 2 входящих, 4 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.1051870004942269
100000008232832100,peripheral,0.4,6,"Низкая активность: 1 входящих, 1 исходящих связей.",0.06811877559950553
100000003200071100,peripheral,0.4,1,"Низкая активность: 0 входящих, 1 исходящих связей.",0.05598354109400144
100000003980083100,peripheral,0.4,1,"Низкая активность: 1 входящих, 0 исходящих связей.",0.06814303546708397
100000006866783100,distributor,0.75,32,Признаки распределения: 67 получателей против 13 входящих (выход в 5.2× больше входа). Входит в короткий возвратный цикл переводов (≤4 шага).,0.5664528871645164
100000007055802100,consolidator,0.9,32,"Признаки консолидации: получает от 6 плательщиков, отдаёт 1 (вход в 6.0× больше выхода). Входит в короткий возвратный цикл переводов (≤4 шага).",0.4710512178502526
100000000661912100,consolidator,0.9,32,"Признаки консолидации: получает от 5 плательщиков, отдаёт 2 (вход в 2.5× больше выхода). Входит в короткий возвратный цикл переводов (≤4 шага).",0.5142345090629413
100000002824176100,peripheral,0.4,34,"Низкая активность: 1 входящих, 0 исходящих связей.",0.0586368711316016
100000003265158100,peripheral,0.4,2,"Низкая активность: 3 входящих, 2 исходящих связей.",0.06968758251041646
100000003589877100,distributor,0.9,35,Признаки распределения: 6 получателей против 2 входящих (выход в 3.0× больше входа).,0.349981864250306
100000004739664100,peripheral,0.4,43,"Низкая активность: 1 входящих, 1 исходящих связей.",0.05781992269619761
100000002618492100,peripheral,0.4,0,"Низкая активность: 2 входящих, 0 исходящих связей.",0.06185430175670813
100000003635170100,coordinator,0.75,30,"Признаки координации: 3 вх./4 исх., betweenness=0.000 (топ по посредничеству среди узлов со смешанной активностью). Входит в короткий возвратный цикл переводов (≤4 шага).",0.45140854951084297
100000005485830100,distributor,0.9,3,Признаки распределения: 5 получателей против 0 входящих (выход в 5.0× больше входа).,0.3427632021109506
100000002462183100,peripheral,0.4,3,"Низкая активность: 1 входящих, 0 исходящих связей.",0.06072155021050424
100000004847758100,distributor,0.75,32,Признаки распределения: 15 получателей против 4 входящих (выход в 3.8× больше входа). Входит в короткий возвратный цикл переводов (≤4 шага).,0.38257845236821497
100000003739818100,peripheral,0.4,65,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056557556595968436
100000000011452100,peripheral,0.4,32,"Низкая активность: 3 входящих, 1 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.07067733632533435
100000004813068100,peripheral,0.4,29,"Низкая активность: 0 входящих, 3 исходящих связей.",0.05937337160247602
100000008383405100,peripheral,0.4,29,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05700706755638213
100000007334196100,peripheral,0.4,0,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05712189209829597
100000002704875100,peripheral,0.4,57,"Низкая активность: 3 входящих, 0 исходящих связей.",0.06084964649599908
100000003239379100,peripheral,0.4,2,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05675162943159613
100000004723755100,peripheral,0.4,65,"Низкая активность: 0 входящих, 1 исходящих связей.",0.05598354109400144
100000008748914100,distributor,0.9,65,Признаки распределения: 13 получателей против 2 входящих (выход в 6.5× больше входа). Входит в короткий возвратный цикл переводов (≤4 шага).,0.3921260142612956
100000004007116100,coordinator,0.75,25,"Признаки координации: 3 вх./4 исх., betweenness=0.000 (топ по посредничеству среди узлов со смешанной активностью). Входит в короткий возвратный цикл переводов (≤4 шага).",0.4232800047126199
100000004144536100,peripheral,0.4,25,"Низкая активность: 4 входящих, 0 исходящих связей.",0.09524395922620753
100000002214301100,peripheral,0.4,32,"Низкая активность: 1 входящих, 1 исходящих связей.",0.05894977586428566
100000004494983100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056351106984043824
100000001851289100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05657267514939559
100000007544358100,peripheral,0.4,21,"Низкая активность: 2 входящих, 1 исходящих связей.",0.06234386655068298
100000004664905100,peripheral,0.4,21,"Низкая активность: 2 входящих, 0 исходящих связей.",0.06399668308591215
100000008628231100,peripheral,0.4,4,"Низкая активность: 1 входящих, 2 исходящих связей.",0.060403819170590144
100000000979923100,peripheral,0.4,0,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05672649494341968
100000008418835100,peripheral,0.4,5,"Низкая активность: 1 входящих, 4 исходящих связей.",0.07844828560193996
100000008730021100,peripheral,0.4,5,"Низкая активность: 1 входящих, 0 исходящих связей.",0.0651184855123332
100000006177176100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05603147985363634
100000008314203100,peripheral,0.4,6,"Низкая активность: 2 входящих, 2 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.07194710156195314
100000008637537100,coordinator,0.75,6,"Признаки координации: 3 вх./3 исх., betweenness=0.000 (топ по посредничеству среди узлов со смешанной активностью). Входит в короткий возвратный цикл переводов (≤4 шага).",0.43249894901390956
100000004790991100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.057271518005736245
100000001924185100,peripheral,0.4,0,"Низкая активность: 2 входящих, 0 исходящих связей.",0.05891186255596562
100000008672162100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05614684536800599
100000001805543100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05630094506869101
100000007442518100,coordinator,0.75,64,"Признаки координации: 5 вх./9 исх., betweenness=0.000 (топ по посредничеству среди узлов со смешанной активностью). Входит в короткий возвратный цикл переводов (≤4 шага).",0.4389991169847543
100000003022835100,peripheral,0.4,65,"Низкая активность: 1 входящих, 0 исходящих связей.",0.057235909406812335
100000003377795100,peripheral,0.4,10,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05600362516002819
100000002565277100,peripheral,0.4,65,"Низкая активность: 1 входящих, 0 исходящих связей.",0.060825888298637
100000002864680100,peripheral,0.4,2,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056447981276686265
100000006369769100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056403616396907025
100000005634552100,peripheral,0.4,32,"Низкая активность: 1 входящих, 3 исходящих связей.",0.061532223297038766
100000005895525100,peripheral,0.4,3,"Низкая активность: 1 входящих, 0 исходящих связей.",0.06127248150312083
100000008304139100,distributor,0.75,65,Признаки распределения: 24 получателей против 4 входящих (выход в 6.0× больше входа). Входит в короткий возвратный цикл переводов (≤4 шага).,0.3977391724981152
100000008601794100,peripheral,0.4,7,"Низкая активность: 2 входящих, 1 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.16356239652383603
100000001872484100,peripheral,0.4,7,"Низкая активность: 1 входящих, 3 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.16056613074672654
100000005514161100,peripheral,0.4,33,"Низкая активность: 4 входящих, 1 исходящих связей.",0.08926045487748126
100000008671929100,peripheral,0.4,65,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056734962081687976
100000002836736100,peripheral,0.4,34,"Низкая активность: 2 входящих, 0 исходящих связей.",0.06599540884024148
100000000507799100,peripheral,0.4,63,"Низкая активность: 1 входящих, 1 исходящих связей.",0.05899010320355851
100000005778283100,peripheral,0.4,10,"Низкая активность: 3 входящих, 0 исходящих связей.",0.06697951865343307
100000007641801100,peripheral,0.4,10,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05655737155190852
100000008188026100,peripheral,0.4,44,"Низкая активность: 2 входящих, 4 исходящих связей.",0.06605870910681311
100000004299488100,consolidator,0.9,32,"Признаки консолидации: получает от 6 плательщиков, отдаёт 2 (вход в 3.0× больше выхода). Входит в короткий возвратный цикл переводов (≤4 шага).",0.486948933177697
100000005133757100,peripheral,0.4,57,"Низкая активность: 2 входящих, 0 исходящих связей.",0.05837102060307018
100000004948177100,peripheral,0.4,21,"Низкая активность: 3 входящих, 0 исходящих связей.",0.06620767057202219
100000008666075100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05625886894940833
100000001330685100,peripheral,0.4,18,"Низкая активность: 3 входящих, 1 исходящих связей.",0.06892006126551813
100000003923946100,peripheral,0.4,34,"Низкая активность: 1 входящих, 4 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.06798136927804214
100000006446271100,peripheral,0.4,65,"Низкая активность: 2 входящих, 0 исходящих связей.",0.059096684998606555
100000008173359100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05601641123443116
100000008737422100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05679116736948513
100000007631637100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05614465047454831
100000001953577100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05614737046213462
100000008659445100,coordinator,0.75,8,"Признаки координации: 3 вх./4 исх., betweenness=0.000 (топ по посредничеству среди узлов со смешанной активностью). Входит в короткий возвратный цикл переводов (≤4 шага).",0.5131518764031755
100000005456919100,peripheral,0.4,8,"Низкая активность: 2 входящих, 1 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.1136348679934821
100000004041163100,peripheral,0.4,13,"Низкая активность: 1 входящих, 2 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.14965666568771654
100000005523088100,peripheral,0.4,13,"Низкая активность: 1 входящих, 0 исходящих связей.",0.12778802534245529
100000001126374100,peripheral,0.4,32,"Низкая активность: 4 входящих, 2 исходящих связей.",0.06629250472244014
100000004394765100,peripheral,0.4,21,"Низкая активность: 3 входящих, 2 исходящих связей.",0.06822744260747689
100000004330371100,peripheral,0.4,21,"Низкая активность: 2 входящих, 2 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.11326424499862119
100000002988894100,peripheral,0.4,65,"Низкая активность: 1 входящих, 3 исходящих связей.",0.06492954714348581
100000007181706100,peripheral,0.4,65,"Низкая активность: 2 входящих, 0 исходящих связей.",0.05935450428397114
100000004358004100,distributor,0.9,65,Признаки распределения: 11 получателей против 0 входящих (выход в 11.0× больше входа).,0.35293269363637436
100000005527892100,peripheral,0.45,57,"Смешанная активность без выраженной посреднической роли: 3 вх./8 исх., betweenness=0.000",0.07979466963132306
100000002844652100,peripheral,0.4,10,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05615959227848734
100000002810870100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05633721299340022
100000004004621100,peripheral,0.4,26,"Низкая активность: 3 входящих, 0 исходящих связей.",0.060134168076591804
100000003134937100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05603887698016512
100000006788200100,peripheral,0.45,34,"Смешанная активность без выраженной посреднической роли: 4 вх./3 исх., betweenness=0.000",0.0698134321943793
100000005620225100,peripheral,0.4,32,"Низкая активность: 2 входящих, 0 исходящих связей.",0.05821218334608588
100000002894076100,peripheral,0.4,10,"Низкая активность: 4 входящих, 0 исходящих связей.",0.06592727470653577
100000001389255100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05615299947119355
100000003187359100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05618383299842682
100000001616816100,coordinator,0.75,34,"Признаки координации: 5 вх./3 исх., betweenness=0.000 (топ по посредничеству среди узлов со смешанной активностью). Входит в короткий возвратный цикл переводов (≤4 шага).",0.5165445964764009
100000001641789100,peripheral,0.4,34,"Низкая активность: 1 входящих, 0 исходящих связей.",0.06619147633724301
100000008575624100,peripheral,0.4,41,"Низкая активность: 0 входящих, 3 исходящих связей.",0.05937337160247602
100000004094958100,peripheral,0.4,41,"Низкая активность: 1 входящих, 1 исходящих связей.",0.06297921321992402
100000008116374100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056151840516784304
100000002603769100,peripheral,0.4,32,"Низкая активность: 3 входящих, 0 исходящих связей.",0.07218095820656104
100000005498992100,distributor,0.9,11,Признаки распределения: 16 получателей против 0 входящих (выход в 16.0× больше входа).,0.36140726990756084
100000002324543100,peripheral,0.4,11,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05614583118297519
100000004180097100,coordinator,0.75,32,"Признаки координации: 3 вх./3 исх., betweenness=0.000 (топ по посредничеству среди узлов со смешанной активностью). Входит в короткий возвратный цикл переводов (≤4 шага).",0.4365190586556722
100000008738325100,peripheral,0.4,13,"Низкая активность: 1 входящих, 1 исходящих связей.",0.06984015697233371
100000005668605100,peripheral,0.4,13,"Низкая активность: 3 входящих, 0 исходящих связей.",0.08702966766722448
100000005546031100,peripheral,0.4,41,"Низкая активность: 3 входящих, 1 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.08243808065675012
100000007641183100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056134173488769375
100000002609774100,peripheral,0.4,11,"Низкая активность: 1 входящих, 1 исходящих связей.",0.060834187415134494
100000003102157100,peripheral,0.4,32,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05689191813853194
100000001952325100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05680151172381918
100000002670860100,peripheral,0.4,33,"Низкая активность: 2 входящих, 0 исходящих связей.",0.05884810861712727
100000004971871100,peripheral,0.4,12,"Низкая активность: 1 входящих, 1 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.08056773460941961
100000003148220100,peripheral,0.4,12,"Низкая активность: 1 входящих, 2 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.09103397125790945
100000002958286100,peripheral,0.4,11,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05736452754742348
100000000907277100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.0561676811030301
100000008193577100,distributor,0.9,8,Признаки распределения: 5 получателей против 2 входящих (выход в 2.5× больше входа). Входит в короткий возвратный цикл переводов (≤4 шага).,0.3938669133352939
100000005093521100,peripheral,0.4,65,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05613582908083925
100000001567366100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.06041681386387315
100000008650785100,peripheral,0.4,21,"Низкая активность: 2 входящих, 2 исходящих связей.",0.07767718050785617
100000005519347100,peripheral,0.4,21,"Низкая активность: 2 входящих, 1 исходящих связей.",0.07295746963416276
100000008349675100,peripheral,0.4,10,"Низкая активность: 1 входящих, 1 исходящих связей.",0.05781413556376038
100000002606567100,peripheral,0.4,32,"Низкая активность: 1 входящих, 1 исходящих связей.",0.05802480485470333
100000002511825100,peripheral,0.4,32,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05659384547758818
100000002306369100,distributor,0.9,65,Признаки распределения: 6 получателей против 1 входящих (выход в 6.0× больше входа). Входит в короткий возвратный цикл переводов (≤4 шага).,0.3476222202314274
100000003205210100,peripheral,0.4,65,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05736177743172308
100000008665380100,peripheral,0.4,32,"Низкая активность: 2 входящих, 1 исходящих связей.",0.05984781487048753
100000004076740100,coordinator,0.75,39,"Признаки координации: 3 вх./6 исх., betweenness=0.000 (топ по посредничеству среди узлов со смешанной активностью). Входит в короткий возвратный цикл переводов (≤4 шага).",0.4371986139464014
100000002679516100,peripheral,0.4,2,"Низкая активность: 3 входящих, 0 исходящих связей.",0.06143764972369224
100000002479804100,peripheral,0.4,65,"Низкая активность: 1 входящих, 2 исходящих связей.",0.059963485027476705
100000008745489100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056566805150203264
100000001194266100,peripheral,0.4,65,"Низкая активность: 1 входящих, 0 исходящих связей.",0.0564844884191258
100000006972210100,peripheral,0.4,11,"Низкая активность: 3 входящих, 0 исходящих связей.",0.06241186768744063
100000008695495100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05620408062802687
100000002182176100,peripheral,0.4,32,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05638225764244777
100000003877908100,peripheral,0.4,65,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05638429895410093
100000003832231100,peripheral,0.4,65,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056334204221588496
100000002864256100,peripheral,0.4,65,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05734391365010914
100000008749618100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05648007010203583
100000004286573100,peripheral,0.4,2,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056121298775306264
100000002939838100,peripheral,0.4,21,"Низкая активность: 3 входящих, 0 исходящих связей.",0.06510064785815087
100000002762076100,peripheral,0.4,10,"Низкая активность: 2 входящих, 1 исходящих связей.",0.06005708595391955
100000002793851100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.0560429978521077
100000008736760100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056558592678031455
100000008769636100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056226323615315724
100000002870937100,peripheral,0.4,10,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05622368914063556
100000001929088100,peripheral,0.4,10,"Низкая активность: 2 входящих, 0 исходящих связей.",0.059280500859006276
100000005264990100,peripheral,0.4,13,"Низкая активность: 1 входящих, 2 исходящих связей.",0.06416213800494106
100000005382566100,consolidator,0.9,13,"Признаки консолидации: получает от 7 плательщиков, отдаёт 1 (вход в 7.0× больше выхода). Входит в короткий возвратный цикл переводов (≤4 шага).",0.5198138814858276
100000003873332100,peripheral,0.4,37,"Низкая активность: 1 входящих, 4 исходящих связей.",0.07293281639377813
100000007281639100,peripheral,0.4,21,"Низкая активность: 2 входящих, 0 исходящих связей.",0.059579900842139016
100000003946524100,peripheral,0.4,65,"Низкая активность: 2 входящих, 2 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.06442466106191325
100000002615479100,peripheral,0.4,11,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05716570848603587
100000008690932100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05622508439317215
100000004692798100,peripheral,0.4,2,"Низкая активность: 2 входящих, 1 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.14068749575419026
100000000817146100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.07118931365838699
100000004388983100,peripheral,0.4,14,"Низкая активность: 0 входящих, 2 исходящих связей.",0.05767845634823873
100000007283257100,peripheral,0.4,14,"Низкая активность: 1 входящих, 0 исходящих связей.",0.061162201389181395
100000002692044100,peripheral,0.4,2,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056788995891262906
100000008687671100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05637736169047542
100000000810551100,peripheral,0.4,65,"Низкая активность: 1 входящих, 1 исходящих связей.",0.0595454465343721
100000004071080100,consolidator,0.9,32,"Признаки консолидации: получает от 9 плательщиков, отдаёт 2 (вход в 4.5× больше выхода). Входит в короткий возвратный цикл переводов (≤4 шага).",0.4874562960666399
100000006687202100,peripheral,0.4,32,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05645300600445278
100000006745291100,peripheral,0.4,0,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05660988382135471
100000004792397100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05675563950074189
100000004156082100,distributor,0.75,44,Признаки распределения: 26 получателей против 5 входящих (выход в 5.2× больше входа). Входит в короткий возвратный цикл переводов (≤4 шага).,0.4386361816989113
100000002952631100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056242037042879986
100000005392290100,peripheral,0.4,15,"Низкая активность: 0 входящих, 1 исходящих связей.",0.05598354109400144
100000003865939100,peripheral,0.4,15,"Низкая активность: 1 входящих, 0 исходящих связей.",0.06814303546708397
100000003809101100,peripheral,0.4,0,"Низкая активность: 2 входящих, 2 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.06637455354584752
100000001253557100,consolidator,0.9,35,"Признаки консолидации: получает от 5 плательщиков, отдаёт 0 (вход в 5.0× больше выхода).",0.4260403640510349
100000002152857100,distributor,0.9,34,Признаки распределения: 5 получателей против 1 входящих (выход в 5.0× больше входа).,0.34865598695373956
100000003119550100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05620408062802687
100000002838861100,consolidator,0.9,11,"Признаки консолидации: получает от 5 плательщиков, отдаёт 1 (вход в 5.0× больше выхода). Входит в короткий возвратный цикл переводов (≤4 шага).",0.5164570674498573
100000006249740100,peripheral,0.4,16,"Низкая активность: 0 входящих, 3 исходящих связей.",0.05937337160247602
100000008129393100,peripheral,0.4,16,"Низкая активность: 1 входящих, 0 исходящих связей.",0.057290915202733314
100000006889963100,peripheral,0.4,18,"Низкая активность: 4 входящих, 1 исходящих связей.",0.07013299514243652
100000008172352100,peripheral,0.45,9,"Смешанная активность без выраженной посреднической роли: 3 вх./7 исх., betweenness=0.000",0.07780495984194558
100000002748180100,distributor,0.9,33,Признаки распределения: 8 получателей против 1 входящих (выход в 8.0× больше входа).,0.34971993813270236
100000008747113100,peripheral,0.4,18,"Низкая активность: 2 входящих, 0 исходящих связей.",0.058776730410502194
100000002934441100,peripheral,0.4,32,"Низкая активность: 2 входящих, 0 исходящих связей.",0.058524658454287073
100000008094734100,peripheral,0.4,32,"Низкая активность: 4 входящих, 0 исходящих связей.",0.06399870622640269
100000005901606100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056358038226541764
100000007908818100,peripheral,0.45,65,"Смешанная активность без выраженной посреднической роли: 4 вх./6 исх., betweenness=0.000",0.08271192806926232
100000008749406100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05616358536882678
100000004677680100,peripheral,0.4,0,"Низкая активность: 2 входящих, 1 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.10022423993585385
100000002158488100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056316692314853284
100000006656003100,peripheral,0.4,43,"Низкая активность: 1 входящих, 1 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.05788849399969152
100000008028628100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05658450082233816
100000002760175100,peripheral,0.4,0,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05740577787560994
100000006518161100,peripheral,0.4,21,"Низкая активность: 3 входящих, 2 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.08968791829213343
100000004015047100,consolidator,0.9,34,"Признаки консолидации: получает от 9 плательщиков, отдаёт 1 (вход в 9.0× больше выхода). Входит в короткий возвратный цикл переводов (≤4 шага).",0.531214907127381
100000000267734100,distributor,0.9,10,Признаки распределения: 7 получателей против 2 входящих (выход в 3.5× больше входа). Входит в короткий возвратный цикл переводов (≤4 шага).,0.36217902258750423
100000008555918100,peripheral,0.4,65,"Низкая активность: 1 входящих, 2 исходящих связей.",0.06129761940702352
100000001049200100,peripheral,0.4,37,"Низкая активность: 2 входящих, 4 исходящих связей. Входит в короткий возвратный цикл переводов (≤4 шага).",0.07800674234789745
100000001987030100,peripheral,0.4,44,"Низкая активность: 2 входящих, 1 исходящих связей.",0.06042424031467394
100000003567087100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05663586553000094
100000005612411100,peripheral,0.45,65,"Смешанная активность без выраженной посреднической роли: 3 вх./8 исх., betweenness=0.000",0.07674571537425309
100000000945428100,peripheral,0.4,32,"Низкая активность: 1 входящих, 0 исходящих связей.",0.0568250945031783
100000002844897100,peripheral,0.4,11,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056041574765974045
100000002957306100,peripheral,0.4,0,"Низкая активность: 2 входящих, 0 исходящих связей.",0.061161812752065725
100000001074553100,peripheral,0.4,11,"Низкая активность: 2 входящих, 0 исходящих связей.",0.05787506907220166
100000004188160100,distributor,0.9,21,Признаки распределения: 5 получателей против 2 входящих (выход в 2.5× больше входа). Входит в короткий возвратный цикл переводов (≤4 шага).,0.37410818826514713
100000008771819100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.056392064326077115
100000008566737100,peripheral,0.4,32,"Низкая активность: 2 входящих, 0 исходящих связей.",0.060875455728087925
100000005092518100,peripheral,0.4,43,"Низкая активность: 1 входящих, 0 исходящих связей.",0.05625810231198053
100000008748408100,distributor,0.9,34,Признаки распределения: 21 получателей против 1 входящих (выход в 21.0× больше входа).,0.3740821767100413
100000003713616100,peripheral,0.4,21,"Низкая активность: 1 входящих, 0 исходящих связей.",0.0560690411172174
100000001162560100,distributor,0.9,11,Признаки распределения: 12 получателей против 1 входящих (выход в 12.0× больше входа).,0.3581358545326767
